Id,Predicted
4323,"[ 405  624  772 2131 2584 2932 3113 3348 3501 3660 3810 3978 4095 4442
 4525 4965 5302 5484 5878 5892 6038 6770 6991 7285 7456 7727 7778 8399
 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4324,"[ 405  624  772 2131 2584 2932 3113 3348 3501 3660 3810 3978 4095 4442
 4525 4965 5302 5484 5878 5892 6038 6770 6991 7285 7456 7727 7778 8399
 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4325,"[ 405  439  624  772 2106 2131 2584 3113 3348 3501 3532 3660 3810 3978
 4095 4525 4739 5020 5302 5484 5892 6038 6755 6770 6991 7727 7778 8399
 8509 8637 8840 9031 9058 9185 9248 9522 9762]"
4326,"[ 321  405  624 1170 2131 2584 3113 3348 3660 4525 5020 5302 5447 5484
 5878 6038 6755 6779 6991 7727 7778 8399 8637 9058 9170 9185 9522 9747
 9762]"
4327,"[ 405  624  772 1355 2131 2584 2973 3113 3348 3532 3660 4525 5271 5302
 5484 5544 6038 6755 6770 6991 7727 7778 8147 8399 8509 8637 8840 9058
 9185 9248 9522 9747 9762]"
4328,"[ 321  405  624 1170 2131 2584 3113 3348 3660 4525 5020 5302 5447 5484
 5878 6038 6755 6779 6991 7727 7778 8399 8637 9058 9170 9185 9522 9747
 9762]"
4329,"[ 405  624  772 1355 2131 2584 2973 3113 3348 3532 3660 4525 5271 5302
 5484 5544 6038 6755 6770 6991 7727 7778 8147 8399 8509 8637 8840 9058
 9185 9248 9522 9747 9762]"
4330,"[ 405  439  624  772 2106 2131 2502 2584 3113 3348 3501 3532 3660 3810
 3833 3978 4095 4442 4525 4965 5302 5484 5544 5892 6038 6755 6770 6991
 7727 7778 8399 8468 8509 8637 9058 9185 9248 9522 9747 9762]"
4331,"[ 405  439  624  772 1119 2131 2584 3237 3348 3501 3532 3660 3810 3833
 3978 4095 4442 4525 4883 4965 5302 5484 5892 6038 6298 6755 6765 6770
 6991 7024 7285 7456 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058
 9185 9248 9522 9747 9762]"
4332,"[ 405  439  624  772 1052 2131 2584 3237 3348 3532 3660 3810 3978 4095
 4442 4525 4965 5302 5484 5544 5878 5892 6038 6770 6991 7285 7456 7727
 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4333,"[ 405  439  624  772 1052 2131 2584 3237 3348 3532 3660 3810 3978 4095
 4442 4525 4965 5302 5484 5544 5878 5892 6038 6770 6991 7285 7456 7727
 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4334,[ 405 3660 4525 6991 8637 9762]
4335,[ 405 3660 6991 8637 9762]
4336,[ 405 3660 6991 8637 9762]
4337,[ 405 3660 6991 8637 9762]
4338,[ 405 3660 4525 6991 8637 9762]
4339,[ 405 3660 4525 6991 8637 9185 9762]
4340,[ 405 3660 4525 6991 8637 9185 9762]
4341,[ 405 3660 6991 8637 9185]
4342,[ 405 3660 6991 8637 9185]
4343,"[ 321  405  624 1170 1355 2131 2584 2973 3113 3348 3532 3643 3660 4525
 5020 5271 5302 5484 6038 6755 6770 6991 7727 7778 8147 8399 8637 8840
 9031 9058 9170 9185 9522 9747 9762]"
4344,"[ 405  439  624  772 2131 2584 2932 3113 3237 3348 3421 3493 3501 3532
 3660 3810 3978 4095 4442 4525 4883 4965 5030 5284 5302 5484 5520 5544
 5878 5892 6038 6298 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4345,"[ 321  405  624 1170 1355 2131 2584 2973 3113 3348 3532 3643 3660 4525
 5020 5271 5302 5484 6038 6755 6770 6991 7727 7778 8147 8399 8637 8840
 9031 9058 9170 9185 9522 9747 9762]"
4346,"[ 405  624 1355 2106 2131 2584 2973 3113 3348 3532 3660 3810 4525 5020
 5271 5302 5484 5892 6038 6755 6759 6770 6991 7727 7778 8147 8399 8509
 8637 8840 9031 9058 9170 9185 9248 9522 9762]"
4347,"[ 405  439  624  772 1355 2106 2131 2502 2584 2973 3113 3237 3348 3501
 3532 3660 3810 3833 3978 4095 4442 4525 4739 4965 5020 5302 5484 5520
 5544 5892 6038 6298 6755 6759 6770 6991 7285 7727 7778 8147 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
4348,"[ 405  439  624  772 2106 2131 2382 2584 3113 3237 3348 3493 3501 3532
 3660 3810 3833 3978 4095 4442 4525 4883 4965 5020 5284 5302 5484 5520
 5892 6038 6298 6765 6770 6991 7024 7285 7727 7778 8147 8399 8468 8509
 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
4349,"[ 405  439  624  772 2131 2584 2932 3113 3237 3348 3421 3493 3501 3532
 3660 3810 3978 4095 4442 4525 4883 4965 5030 5284 5302 5484 5520 5544
 5878 5892 6038 6298 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4350,"[ 405  439  624  772 2131 2584 2932 3113 3237 3348 3421 3493 3501 3532
 3660 3810 3978 4095 4442 4525 4883 4965 5030 5284 5302 5484 5520 5544
 5878 5892 6038 6298 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468
 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4351,"[ 321  405  439  624 1170 1355 2131 2584 2932 2973 3113 3348 3501 3660
 4525 4739 5020 5271 5284 5302 5484 5878 5892 5987 6038 6755 6765 6770
 6779 6991 7285 7315 7727 7778 8147 8305 8399 8637 8840 9031 9058 9170
 9185 9522 9747 9762]"
4352,"[ 321  405  439  624  772 1170 1355 2106 2131 2226 2502 2584 2973 3113
 3348 3501 3532 3660 3810 4095 4442 4525 4739 5020 5271 5302 5484 5544
 5892 5987 6038 6755 6759 6765 6770 6991 7285 7727 7778 8147 8399 8509
 8637 8840 9031 9058 9170 9185 9248 9522 9747 9762]"
4353,"[ 405  439  499  624  772 1355 1881 2106 2131 2226 2502 2584 2932 2973
 3113 3237 3348 3501 3532 3644 3660 3810 3833 3978 4095 4442 4525 4739
 4965 4967 5020 5302 5484 5520 5544 5878 5892 5987 6038 6298 6664 6755
 6759 6765 6770 6971 6991 7285 7727 7778 8147 8399 8468 8509 8637 8840
 9031 9058 9185 9248 9522 9747 9762]"
4354,"[ 321  405  439  624  772 1170 1355 1881 2106 2131 2226 2382 2501 2584
 2932 3113 3237 3348 3493 3501 3532 3644 3660 3810 3833 3978 4095 4442
 4525 4739 4883 4965 4967 5020 5284 5302 5484 5520 5878 5892 5987 6038
 6298 6755 6759 6765 6770 6991 7024 7285 7727 7778 8147 8399 8468 8509
 8637 8840 8917 8999 9031 9058 9185 9248 9522 9747 9762]"
4355,"[ 405  439  624  772 1052 1355 1881 2106 2131 2226 2352 2382 2584 2932
 3113 3237 3348 3493 3501 3532 3643 3644 3660 3810 3833 3978 4095 4442
 4525 4739 4883 4965 4967 5020 5030 5284 5302 5484 5520 5544 5878 5892
 5987 6038 6298 6755 6759 6765 6770 6991 7024 7285 7456 7727 7778 8399
 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4356,"[ 405  439  624  772 1052 1355 1881 2106 2131 2226 2352 2382 2584 2932
 3113 3237 3348 3493 3501 3532 3643 3644 3660 3810 3833 3978 4095 4442
 4525 4739 4883 4965 4967 5020 5030 5284 5302 5484 5520 5544 5878 5892
 5987 6038 6298 6755 6759 6765 6770 6991 7024 7285 7456 7727 7778 8399
 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4357,"[ 321  405  624 1170 1355 2131 2584 2805 2973 3113 3237 3348 3501 3643
 3660 4525 5020 5271 5284 5302 5447 5484 5544 5878 5892 5987 6038 6755
 6765 6770 6779 6991 7024 7456 7727 7778 8147 8305 8399 8468 8637 8768
 8840 8917 9031 9058 9170 9185 9522 9747 9762]"
4358,"[ 405  624  772 1355 2131 2584 2805 2973 3113 3348 3501 3660 3810 4095
 4525 4739 5020 5271 5302 5484 5520 5544 5878 5892 5987 6038 6755 6759
 6765 6770 6991 7024 7727 7778 8147 8399 8468 8509 8637 8840 9031 9058
 9170 9185 9248 9522 9570 9747 9762]"
4359,"[ 405  439  624  772 1881 2106 2131 2226 2584 2805 3113 3237 3348 3421
 3501 3532 3643 3660 3810 3833 3978 4095 4213 4442 4525 4739 4965 4967
 5020 5302 5484 5520 5544 5878 5892 5987 6038 6298 6664 6755 6759 6765
 6770 6991 7024 7285 7727 7778 8147 8399 8468 8509 8637 8840 8917 9031
 9058 9170 9185 9248 9522 9747 9762]"
4360,"[ 405  439  624  772 1881 2106 2131 2352 2382 2584 2932 3113 3237 3348
 3493 3501 3643 3660 3810 3833 3978 4095 4213 4442 4525 4883 4965 4967
 5020 5284 5302 5484 5520 5544 5878 5892 5987 6038 6298 6759 6765 6770
 6991 7024 7285 7456 7727 7778 8147 8399 8468 8509 8637 8840 8917 9031
 9058 9185 9248 9522 9747 9762]"
4361,"[ 405  439  624  772 1881 2131 2352 2382 2584 2932 3113 3237 3348 3421
 3501 3532 3660 3810 3833 3978 4095 4213 4442 4525 4739 4883 4965 4967
 5030 5284 5302 5484 5520 5544 5878 5892 5987 6038 6298 6759 6765 6770
 6991 7024 7285 7456 7518 7727 7778 8147 8399 8468 8509 8637 8840 8917
 9031 9058 9185 9248 9522 9747 9762]"
4362,"[ 405  439  624  772 1881 2131 2352 2382 2584 2932 3113 3237 3348 3421
 3501 3532 3660 3810 3833 3978 4095 4213 4442 4525 4739 4883 4965 4967
 5030 5284 5302 5484 5520 5544 5878 5892 5987 6038 6298 6759 6765 6770
 6991 7024 7285 7456 7518 7727 7778 8147 8399 8468 8509 8637 8840 8917
 9031 9058 9185 9248 9522 9747 9762]"
4363,"[ 321  405  624 1170 1355 2131 2584 2805 2973 3113 3237 3348 3501 3643
 3660 4525 5020 5271 5284 5302 5447 5484 5544 5878 5892 5987 6038 6755
 6765 6770 6779 6991 7024 7456 7727 7778 8147 8305 8399 8468 8637 8768
 8840 8917 9031 9058 9170 9185 9522 9747 9762]"
4364,"[ 405  439  624  772 1881 2106 2131 2226 2584 2805 3113 3237 3348 3421
 3501 3532 3643 3660 3810 3833 3978 4095 4213 4442 4525 4739 4965 4967
 5020 5302 5484 5520 5544 5878 5892 5987 6038 6298 6664 6755 6759 6765
 6770 6991 7024 7285 7727 7778 8147 8399 8468 8509 8637 8840 8917 9031
 9058 9170 9185 9248 9522 9747 9762]"
4365,"[ 121  124  136  155  236  285  321  405  439  448  499  523  624  772
 1170 1308 1355 1449 1554 2106 2131 2176 2226 2230 2382 2501 2584 2805
 2926 2932 2973 3019 3113 3237 3348 3421 3493 3501 3532 3643 3644 3660
 3810 4057 4095 4213 4291 4442 4525 4543 4697 4739 4821 4965 4989 5020
 5271 5284 5302 5337 5447 5484 5520 5544 5800 5843 5878 5892 5966 5987
 6038 6137 6298 6633 6755 6765 6770 6779 6878 6991 6993 7024 7285 7315
 7336 7456 7518 7727 7778 7873 8147 8266 8305 8367 8399 8468 8509 8519
 8637 8670 8768 8776 8840 8917 8951 9031 9058 9071 9170 9185 9248 9522
 9556 9747 9762]"
4366,"[ 121  136  285  321  405  439  624  772 1052 1119 1170 1355 1449 1554
 1758 1881 2106 2131 2176 2226 2230 2352 2382 2501 2584 2702 2711 2828
 2926 2932 3019 3113 3190 3237 3348 3408 3421 3493 3501 3532 3643 3644
 3660 3810 3833 3978 4057 4095 4213 4291 4366 4442 4525 4543 4739 4821
 4883 4965 4967 5015 5020 5030 5271 5284 5302 5484 5520 5544 5679 5858
 5868 5878 5892 5966 5987 6038 6049 6137 6298 6342 6588 6633 6755 6765
 6770 6779 6878 6971 6991 7024 7285 7301 7456 7518 7727 7778 7873 8134
 8147 8305 8399 8468 8509 8585 8637 8670 8776 8840 8841 8917 8951 8999
 9031 9058 9170 9185 9248 9522 9556 9747 9762 9901]"
4367,"[ 136  285  321  405  439  624  772 1052 1119 1170 1355 1449 1554 1758
 1881 2106 2131 2176 2226 2230 2352 2382 2419 2501 2584 2702 2711 2926
 2932 2962 3019 3113 3237 3307 3311 3348 3408 3421 3493 3501 3532 3643
 3644 3660 3810 3833 3978 4057 4095 4213 4291 4307 4366 4442 4525 4543
 4739 4821 4883 4965 4967 5015 5020 5030 5271 5284 5302 5484 5520 5544
 5679 5858 5868 5878 5892 5966 5987 6038 6049 6137 6298 6342 6588 6633
 6664 6755 6759 6765 6770 6779 6878 6971 6991 7024 7285 7301 7456 7518
 7547 7727 7778 7873 8134 8147 8283 8305 8399 8468 8509 8585 8637 8776
 8840 8841 8917 8951 8999 9031 9058 9170 9185 9248 9522 9556 9747 9762
 9901]"
4368,"[ 136  285  321  405  439  624  772 1052 1119 1170 1355 1449 1554 1758
 1881 2106 2131 2176 2226 2230 2352 2382 2419 2501 2584 2702 2711 2926
 2932 2962 3019 3113 3237 3307 3311 3348 3408 3421 3493 3501 3532 3643
 3644 3660 3810 3833 3978 4057 4095 4213 4291 4307 4366 4442 4525 4543
 4739 4821 4883 4965 4967 5015 5020 5030 5271 5284 5302 5484 5520 5544
 5679 5858 5868 5878 5892 5966 5987 6038 6049 6137 6298 6342 6588 6633
 6664 6755 6759 6765 6770 6779 6878 6971 6991 7024 7285 7301 7456 7518
 7547 7727 7778 7873 8134 8147 8283 8305 8399 8468 8509 8585 8637 8776
 8840 8841 8917 8951 8999 9031 9058 9170 9185 9248 9522 9556 9747 9762
 9901]"
4369,"[ 136  285  321  405  439  624  772 1052 1119 1170 1355 1449 1554 1758
 1870 1881 2106 2131 2176 2226 2230 2352 2382 2419 2501 2502 2584 2702
 2711 2926 2932 2962 3019 3113 3237 3307 3311 3348 3362 3381 3408 3421
 3493 3501 3532 3643 3644 3660 3810 3833 3978 4057 4095 4213 4291 4307
 4442 4525 4739 4821 4883 4965 4967 5020 5030 5271 5284 5302 5447 5484
 5520 5544 5679 5878 5892 5987 6038 6049 6137 6298 6342 6588 6633 6664
 6755 6759 6765 6770 6779 6878 6971 6991 7024 7285 7301 7456 7518 7568
 7727 7778 7873 8134 8147 8305 8399 8468 8509 8519 8585 8637 8776 8840
 8841 8917 8951 8999 9031 9058 9150 9170 9185 9248 9522 9556 9747 9762
 9901]"
4370,"[ 136  285  321  405  439  624  772 1052 1119 1170 1355 1449 1554 1758
 1870 1881 2106 2131 2176 2226 2230 2352 2382 2419 2501 2502 2584 2702
 2711 2926 2932 2962 3019 3113 3237 3307 3311 3348 3362 3381 3408 3421
 3493 3501 3532 3643 3644 3660 3810 3833 3978 4057 4095 4213 4291 4307
 4442 4525 4739 4821 4883 4965 4967 5020 5030 5271 5284 5302 5447 5484
 5520 5544 5679 5878 5892 5987 6038 6049 6137 6298 6342 6588 6633 6664
 6755 6759 6765 6770 6779 6878 6971 6991 7024 7285 7301 7456 7518 7568
 7727 7778 7873 8134 8147 8305 8399 8468 8509 8519 8585 8637 8776 8840
 8841 8917 8951 8999 9031 9058 9150 9170 9185 9248 9522 9556 9747 9762
 9901]"
4371,"[ 405  439  624  772 2131 2382 2584 2828 3113 3237 3348 3493 3660 3810
 4095 4525 4883 4965 5302 5484 5520 5544 5892 6038 6298 6991 7024 7285
 7727 7778 8147 8399 8468 8509 8585 8637 8840 8917 8999 9031 9058 9185
 9248 9522 9762]"
4372,"[ 405  624  772 3348 3660 3978 4525 5302 5484 5878 5892 6038 6770 6991
 7456 7778 8399 8468 8637 9031 9185 9762]"
4373,"[ 405  624  772 3348 3660 3978 4525 5302 5484 5878 5892 6038 6770 6991
 7456 7778 8399 8468 8637 9031 9185 9762]"
4374,[ 405 3660 7778]
4375,[2131 3348 3660 6038 7778 8637 9747 9762]
4376,[ 405  624 3660 4525 4965 5302 5892 6038 6991 7778 8468 8637 9762]
4377,[ 405  624 3660 4525 5302 5892 6038 6991 7778 8468 9762]
4378,[ 405  624 3660 4525 5302 5892 6038 6991 7778 8468 9762]
4379,[ 405  624 2584 3660 4525 5892 6991 7778 8637 9185 9762]
4380,[ 405  624 2584 3660 4525 5892 6991 7778 8637 9185 9762]
4381,"[ 405  624  772 1355 2131 2226 2502 2584 3113 3348 3501 3532 3660 3810
 3978 4442 4525 5020 5302 5484 5878 5892 6038 6971 6991 7285 7727 7778
 8399 8468 8509 8637 8840 9031 9058 9185 9522 9762]"
4382,"[ 405  439  624 2131 2584 3113 3348 3660 4095 4525 5302 5484 5892 6991
 7727 7778 8399 8509 8637 9185 9522 9762]"
4383,[ 405 3660 8637 9762]
4384,[ 405 3660 7778 9762]
4385,"[ 405  439  624  772 1052 1355 1881 2106 2131 2226 2382 2584 2932 3113
 3237 3348 3493 3501 3532 3660 3810 3833 3978 4095 4442 4525 4883 4965
 4967 5302 5484 5520 5544 5878 5892 5987 6038 6137 6298 6755 6765 6770
 6991 7024 7285 7456 7518 7727 7778 8147 8399 8468 8509 8637 8840 8917
 9031 9058 9185 9248 9522 9747 9762]"
4386,"[ 405  624 2382 2584 3237 3348 3660 4095 4442 4525 4965 5302 5892 6298
 6770 6991 7285 7456 7727 7778 8399 8468 8637 8840 9031 9185 9248 9522]"
4387,"[ 321  405  624 1170 2131 2382 2584 2973 3348 3660 5020 5271 5302 5484
 6038 6991 6993 7024 7456 7727 7778 8147 8399 8637 8840 9058 9185 9522
 9747 9762]"
4388,"[ 405  624  772 2584 3113 3348 3660 4525 5302 5484 5892 6038 6770 6991
 7727 7778 8147 8399 8637 8840 9058 9185 9762]"
4389,"[ 121  136  155  277  285  321  405  439  574  624  772 1052 1119 1170
 1308 1344 1355 1449 1554 1619 1677 1758 1870 1881 1967 2106 2131 2226
 2352 2382 2501 2502 2584 2591 2702 2711 2749 2828 2926 2932 2973 3113
 3190 3237 3307 3311 3348 3362 3381 3408 3421 3493 3501 3510 3532 3626
 3643 3644 3660 3810 3833 3911 3978 4095 4213 4291 4307 4366 4442 4525
 4543 4574 4739 4821 4883 4965 4967 4989 5015 5020 5030 5165 5271 5284
 5302 5337 5484 5520 5544 5560 5679 5800 5843 5858 5878 5892 5926 5966
 5987 6038 6049 6137 6298 6342 6588 6664 6755 6756 6759 6765 6770 6779
 6878 6971 6991 7024 7035 7054 7285 7300 7301 7336 7456 7518 7547 7568
 7652 7727 7736 7778 7873 8084 8134 8147 8305 8399 8468 8509 8519 8585
 8637 8840 8841 8917 8951 8999 9031 9058 9150 9170 9185 9248 9450 9522
 9556 9747 9761 9762]"
4390,"[ 405  624 2131 2584 3348 3532 3660 4525 5302 5892 6038 6991 7727 7778
 8147 8399 8468 8519 8637 8840 9058 9185 9522 9762]"
4391,"[ 136  277  285  321  405  439  624  772 1052 1119 1170 1355 1677 1881
 2106 2131 2226 2352 2382 2502 2584 2591 2702 2711 2749 2828 2926 2932
 2973 3113 3237 3311 3348 3381 3408 3421 3493 3501 3532 3626 3643 3644
 3660 3810 3833 3923 3978 4095 4213 4291 4307 4442 4525 4543 4574 4739
 4821 4883 4965 4967 4989 5015 5020 5030 5271 5284 5302 5484 5520 5544
 5560 5679 5800 5878 5892 5987 6038 6049 6137 6298 6342 6588 6664 6755
 6759 6765 6770 6878 6991 7024 7035 7054 7285 7300 7336 7456 7518 7568
 7727 7778 7873 8084 8134 8147 8399 8468 8509 8585 8637 8840 8841 8917
 8951 8999 9031 9058 9150 9185 9248 9522 9556 9747 9762]"
4392,"[ 405  772 2584 3348 3660 4525 5484 5892 6038 6991 7727 7778 8637 9185
 9762]"
4393,[]
4394,[]
4395,[]
4396,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6038 6991 7727 7778 8637
 8840 9185 9522 9762]"
4397,"[ 405  624 2131 2584 3348 3660 4525 4739 5302 5484 6038 6770 6991 7727
 7778 8399 8637 8840 9185 9522 9762]"
4398,"[ 405  624 2131 2584 3113 3348 3501 3660 4525 5302 5892 6991 7727 7778
 8399 8509 8637 9058 9185 9522 9762]"
4399,[7778 8637]
4400,[3660 7778 8637]
4401,[3660 7778 8637]
4402,"[ 405  624 2131 2584 3348 3660 4525 5302 6991 7727 7778 8399 8637 9058
 9185 9522 9762]"
4403,"[ 405  624 2131 2584 3348 3660 4525 5302 6991 7727 7778 8399 8637 9058
 9185 9522 9762]"
4404,"[ 405  624 2131 2584 3348 3532 3660 3810 4095 4525 5302 5484 5892 5987
 6038 6770 6991 7727 7778 8147 8399 8509 8637 8840 9031 9058 9185 9522
 9762]"
4405,[9185]
4406,[9185]
4407,[]
4408,[]
4409,[]
4410,[]
4411,[]
4412,[]
4413,[]
4414,[]
4415,"[ 321  405  439  624  772 1052 1119 1170 1355 1881 2106 2131 2226 2352
 2382 2584 2711 2932 3113 3237 3348 3408 3421 3493 3501 3532 3626 3644
 3660 3810 3833 3978 4095 4213 4442 4525 4883 4965 4967 5020 5030 5284
 5302 5484 5520 5679 5878 5892 5987 6038 6049 6298 6588 6664 6755 6765
 6770 6991 7024 7054 7285 7456 7518 7727 7778 7873 8147 8399 8468 8509
 8585 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
4416,[]
4417,[]
4418,[]
4419,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 4525 5271 5302 5484
 5878 6038 6991 7285 7727 7778 8147 8399 8637 9058 9185 9522 9762]"
4420,[ 405  624 3660 5892 7778 8637 9185 9762]
4421,[3660 3978 4525 5892 7778 8637 9185 9762]
4422,"[ 405  624 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095 4525 5302
 5484 5520 5892 6298 6765 6991 7285 7727 7778 8399 8468 8509 8637 9058
 9185 9248 9522 9762]"
4423,[]
4424,[]
4425,[]
4426,[]
4427,[]
4428,[ 405  624 3660 4525 5302 6991 7778 8637 9762]
4429,[ 405  624 3660 4525 5302 6991 7778 8637 9762]
4430,[2131 3348 3660 6991 7727 7778 8637 9185 9762]
4431,"[ 405  624 2131 2584 3348 3660 4525 5302 5892 6991 7727 7778 8637 9185
 9762]"
4432,"[ 405  624 3348 3660 4525 5302 5892 6991 7778 8468 8637 8840 9185 9248
 9762]"
4433,[2131 3348 3660 6991 7727 7778 8637 9185 9762]
4434,[3660 6991 7778 8637]
4435,"[ 405  439  624 2131 2226 2584 3348 3493 3501 3532 3660 3810 3978 4095
 4525 4967 5302 5892 6298 6991 7727 7778 8509 8637 9058 9185 9522 9762]"
4436,[]
4437,[]
4438,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3643 3660 4525 5302 5484
 5878 6991 7727 7778 8637 8840 9185 9522 9747 9762]"
4439,"[ 405  439  624 2131 2584 3113 3348 3501 3532 3643 3660 3978 4525 5302
 5484 5892 6991 7727 7778 8399 8468 8509 8637 8840 9031 9058 9185 9522
 9747 9762]"
4440,"[ 405  439  624 2584 3348 3532 3660 3810 3978 4095 4525 5302 5484 5892
 6770 6991 7285 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185
 9248 9522 9747 9762]"
4441,[ 624 1052 2584 3978 4525 5302 5892 8637 9185 9762]
4442,[ 624 1052 2584 3978 4525 5892 8637 9185 9762]
4443,"[ 321  405  624 1170 2131 2584 3113 3348 3643 3660 4057 4525 5020 5284
 5302 5447 5484 5878 6038 6770 6779 6991 6993 7456 7727 7778 8147 8399
 8468 8637 8768 8840 8917 9058 9170 9185 9522 9747 9762]"
4444,"[ 405  624 2131 2352 2382 2584 3113 3237 3311 3348 3501 3532 3643 3660
 3810 3833 3978 4095 4442 4525 4739 4883 4965 5020 5302 5484 5878 5892
 6038 6755 6759 6770 6991 7456 7727 7778 8147 8399 8468 8509 8519 8637
 8840 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
4445,"[ 321  405  624 1170 2131 2584 3113 3348 3643 3660 4057 4525 5020 5284
 5302 5447 5484 5878 6038 6770 6779 6991 6993 7456 7727 7778 8147 8399
 8468 8637 8768 8840 8917 9058 9170 9185 9522 9747 9762]"
4446,"[ 624 1355 2131 2584 3113 3348 3532 3643 3660 4291 5020 5271 5302 5447
 5544 6038 6991 7727 7778 8147 8399 8468 8637 8768 8840 9058 9185 9522
 9747 9762]"
4447,"[ 624 1355 2131 2584 3113 3348 3532 3643 3660 4291 5020 5271 5302 5447
 5544 6038 6991 7727 7778 8147 8399 8468 8637 8768 8840 9058 9185 9522
 9747 9762]"
4448,"[ 405  624 1355 2131 2584 3348 3532 3643 3660 3810 3978 4291 4525 5302
 5544 5892 6038 6759 6770 6991 7285 7456 7727 7778 8147 8399 8468 8637
 8840 9058 9185 9522 9762]"
4449,[]
4450,[2131 3348 3660 6991 7778 8637 9762]
4451,"[ 405  439  624 1052 1881 2131 2226 2584 2591 3348 3501 3532 3660 3810
 3978 4095 4442 4525 4739 4967 5302 5484 5520 5892 6298 6755 6765 6770
 6991 7727 7778 7873 8399 8468 8509 8637 8840 8999 9031 9185 9248 9522
 9762]"
4452,"[ 405  439  624 1052 1881 2131 2226 2382 2584 3348 3493 3501 3532 3660
 3810 3978 4095 4442 4525 4883 4967 5302 5484 5520 5892 6298 6765 6770
 6991 7727 7778 8399 8468 8509 8637 8840 8999 9031 9185 9248 9522 9762]"
4453,[ 405  624 3660 4525 7778 8468 8637 9762]
4454,[ 624 2584 3348 3660 7778 8637 9762]
4455,[ 405  624 3660 4525 7778 8637 9762]
4456,[ 405  624 2584 3660 4525 5302 5892 7778 8637 9185 9762]
4457,[3660 7778]
4458,[3660 7778 8637]
4459,[ 405 3660 7778 8637 9762]
4460,"[  24  101  155  179  217  236  248  265  277  285  321  405  439  448
  488  515  523  574  624  657  793 1052 1108 1110 1170 1257 1308 1329
 1433 1434 1477 1553 1613 1619 1652 1677 1713 1758 1868 1870 1881 1967
 2106 2131 2148 2180 2226 2228 2308 2382 2419 2502 2584 2591 2627 2702
 2752 2828 2871 2926 2932 2962 2973 3019 3113 3206 3208 3237 3283 3293
 3307 3348 3362 3384 3406 3421 3426 3493 3532 3558 3566 3643 3653 3660
 3662 3810 3852 3911 3978 4006 4057 4077 4095 4213 4282 4291 4341 4399
 4440 4442 4520 4525 4543 4553 4555 4574 4627 4725 4827 4836 4883 4885
 4940 4946 4965 4967 4989 5015 5030 5165 5213 5263 5271 5284 5302 5337
 5361 5413 5447 5481 5497 5500 5520 5521 5544 5560 5634 5678 5798 5803
 5843 5858 5868 5878 5892 5960 5986 5987 6038 6049 6137 6162 6237 6298
 6429 6452 6588 6690 6755 6770 6942 6971 6991 6993 6998 7127 7153 7285
 7300 7301 7315 7336 7349 7426 7446 7456 7498 7518 7547 7568 7613 7727
 7736 7778 7873 7962 8084 8093 8121 8134 8147 8343 8468 8519 8582 8585
 8637 8670 8682 8768 8840 8841 8917 8951 8985 9031 9032 9058 9071 9136
 9170 9185 9248 9296 9462 9522 9556 9605 9720 9747 9762 9797 9806 9823
 9844 9855 9901]"
